416844926563778560	KelseyLHayes	3
704041467338203136	lillyventura04	3
260558957884633088	andiehiestand	2
634235181935669248	Celestehxo2	2
576940757128368128	_lexussssk	1
735940287952887808	saam_christine	2
638799667363487745	EmHawk11015	2
701109645595774976	Doula_Joce	3
572787587401818113	amandadadesky	1
741356814491492353	Kay_wizz1	3
571475989307502592	MsBridgzIfUNast	1
281203924881530880	kristeena123	1
653727374140436481	_blowthegrip	3
426332443621068800	f1ferrari0	2
604501972645904384	GinalynnGov	2
583733904793804801	RYAN_IN_LOVE	3
814944281349607424	iamDonareen	3
519299237847498752	ayee_itskaylaa	1
667948672026411008	MaddddiMarie	1
545581443183673346	OzarkNaturalFd	3
583510280132526080	_heavenlyyyy	2
740383647392468996	RawrItsAlexisss	3
668295020311629824	gorgeous_raikel	3
820284241472815110	amygrenier15	2
472795965103955969	ohhAlehh	3
734057498722762753	sanamariexo	3
796953432594776064	FxckSwag_	1
631531742495670272	baddestinacity_	1
684665480393682945	EricaBing7	2
808093730746015744	_MrsBre	2
627974452081332224	breemontalvo_	3
730849677625561089	LateBloomer924	1
759708304473923585	amiee_hill	2
767325868242837504	Ms_Amy_D	3
504128278341632000	Chezlyjae	1
812642254401785857	Cuffaluffagus	2
664840504253657089	Marisaa_Aguilar	2
547209649603489792	RedCarpet_Me	1
459011502209368064	PrincesxNThugg	2
363872734213709824	holly_marie02	1
798977299483791360	JMcLeafy	1
484086474535469056	RubyOneLove	2
720247144494587908	lmfaolerner	1
644650773440278528	Amanda_McDermot	3
730224668788072449	kaybeez_	3
810252786160074752	LiveSimplyDee	3
795263627997499392	LilBooty_Brit	3
769159045273915394	Muhhkenzy	2
604767565064183808	HellenRoxx	1
764530349741252608	LikeItsJenna	2
359544327661293568	bkaynukka	1
774932274806677504	Paig3Shannon	3
732590529335201793	kkaattiiii	1
772104570751160320	melzz_69	3
779880317859475456	JRiotmaker	3
818314782927241216	KIIIMESTRADA	3
795743841857011713	IGoetzWhatIWant	1
794057419907174400	lauren_cheers	2
571126362678947840	itsmehaileyyyy	3
606192961521610752	carlyllambert	2
250489905552166912	JessyLawro	3
816564633976930304	Becominggranola	3
803798221227167744	KittyLeSiren	3
444666729592287232	_xoxo85	3
346451270598545408	jennymaeapgar	2
461511489015517185	CamriVance	1
324694133618913280	_LaNiseee	2
569635567459135488	jenn_ben22	3
778870851336830976	milatimothy	3
663723592161488896	lizzird	3
328676713238233088	cm_doporto	2
352487773577551872	ChelseaWirtz18	3
527646595530383360	KatieHoleman	3
541841091537154048	_FreeFresh	2
798377936982253569	dear_joanna	3
682392031478583298	Baby_Eto	1
676771853113753600	KeyonnaAndFam	3
572961325271277568	FeelinGroooovy	2
578669040425533440	CC_Hookz	3
776818620168974336	nannaxoo	3
526659074122059776	PurpKushSoSweet	1
708382992628973569	iss_sandra	3
649646816686813184	itzmetc	2
666460826451255297	_Dasaray	3
666648834974576640	arjun_dhawan	2
584361230522978305	KeyonnaNicole_	3
564608409610485761	HotLipsBruisei	3
308733354575020033	ali_sandy	3
789672616734953472	KayyMac93	3
766794340991639552	beckykid	3
750890236968742912	Crazyceeeee3	2
793542021843746816	Dez_izzyWhitney	2
783497945840746497	Longtails53	3
696598087041585153	NessaBoo707	1
543490652328431616	bnutritious	3
650121599044050944	iainsmommyy	1
796599934724280320	rkellysmistress	1
455045811249119232	kellyMH11	1
823623029662093313	CMyllz_xox	1
480874785929297920	MarandaTaylor_	2
450734629838790656	AllureGione	3
437190687277473793	Milly_cx	2
699826046833709056	Lissette_Yvonne	2
745279774894006272	kaynicole19	3
634024557121155076	AlaynaRosana	1
513526715092860929	LAURENLAVlSH	3
118445151646519296	ABelleAbroad	3
556081416182587393	Brooke_Rice1	3
386545313055383552	__BrittanyBitch	2
26166251589	Birthology	2
783110015062306817	BallerBenson100	2
428991948523712512	sammloredo	3
489850938816225281	redsoxgirl4615	2
345977091466080257	dianeparksy	3
273490924640808960	iashaharris	3
638553136735522816	QueenAlexis_16	2
408659842946330624	Machaela_xo	1
809102193097932800	ChrisRobinsonNJ	1
462628679936270336	2Smuveee	3
821066998813720577	charlee_buns	3
822496735159341058	Bruno_J_Navarro	3
683045768823988224	_JusCallMeJ	2
499917357327060992	LizCahalan	1
583604980596244480	OnMyShxt_Nika	3
819515545389330432	PaigeArtrip	3
769932377401417728	Navarro523	3
334687024244207618	GinaDaGoddess	3
498516577919438848	rosaleeeeee	3
634221642626019328	ashh_walker	1
817898737511108608	hellomag	3
405612951651889153	kelsyfaux	2
814830286081028096	ArbraEden	2
444007577756524544	Scarlettdreams	2
378265372308537344	mzprettykk2cute	1
611334923929169920	klillypad	2
358778065251336193	BRiT_KaY927	2
325286811691790337	diabolina	3
280716974382800896	AshlynTengan	2
613443601104826368	liryspeedy	3
348987203684278272	KassieBWilliams	2
802526086248730624	kaeeteaaa	3
285275597662482433	Deaira_1984	2
492335925977153538	AmoraE14	3
550029089830993920	__KitCat	2
418962899747368960	EJGarling2012	3
682344874964840448	luckypinegirl	3
728291943667666950	imMladyKendallJ	2
735100510714404864	qinkat	2
536787689417502722	K_Wash25	1
779837997680295937	B_and_E_Plus3	3
657669852807741440	KerriRichmond87	2
582750020941668352	FukDez_Twatches	1
625308585468252164	Here_I_StandJay	2
571460230694842368	davoluntarist	3
769272674337984513	Mrs_Johnsonn	3
703651991717748737	briannaalange	2
649313695806296064	hxllabxllaa	2
308786113630306305	LaShae_Tanielle	2
709819532458635264	oldjunkesthetic	2
644720268712275968	__KNicole__	2
572490269653782528	ashkaikini	3
335113233662885889	layla_qx	3
452651321720446976	karguelles94	1
318453256433045504	KaleyJo20	2
588529086252732416	gabiruth	1
802541806466531328	jesscaag	3
806452800226021376	KTSNOTORIGINAL	3
511074833191694336	heatherquigley4	3
678252882970456064	cmoneybae	3
552604477833101312	ElegantEbony1	3
794607988187271172	LilMissGernera	1
759232594496122880	ashleyycasias	3
797283584448937984	jmrmrtnz	1
380911719368781825	clc01	1
268562243422142465	MaryellaBella	3
771438708155383808	dimpleznlocs	3
750477798335082497	DoggieDiva	3
783862346544508928	callmekennz	3
615696542683537408	apm_iii	3
717420523630690305	oliveeyoou	3
468975344725540865	Morenaaxox	3
340286109806366720	PeytonLeeRadio	3
633483472598921216	mama_mia215	3
516422836911865856	_ThePretty1_	3
444717520407515136	rizz_shepherd	3
636557800915738624	Dollfacee_89	3
378008591942164480	adriannavega89	3
783771849289240580	LeahShae63	3
803051257313181696	devmaree	3
755122952539103233	cmonique_xo	2
507865649620606976	EarlsNotGrey	3
558343780990873602	Alceriniel	2
590840759596687360	Ascia_AKF	2
811021791984492544	lisamcguire1	3
607664324216266752	Megzz_93	3
469695673311723520	___moonChild___	1
344134022802325505	Beg4_Mo	3
450458094330331138	brenduhhgee	2
532944109959254016	nikkiedoodle	2
783488592672727041	b_hesss	2
715031192932847616	elliesanchez00	2
795312731863810048	amarie83xoxo	2
773543516714700800	AshMHarris87	2
358959612210315264	j68rock	3
405319856209551360	Mrs__Stevens	3
686047615281180672	love2ride007	3
382976677917491200	andrews826	3
214615886072512512	poppiemaeee	2
763916161725509632	AubryElean	3
386240255625822208	itznesscontre	3
775858258263154689	baylee_gehrke	3
702555807959769088	HaHasforHooHas	3
506545404771852288	sparkspatricia_	3
484767806953881600	AyeeYo_Telle	3
605367202607415298	dayoadewunmi	3
747504111990382592	LittleolJulie_	2
