created_at	id	text
2015-08-27T17:36:26.000Z	636955442887979008	Cannot keep my eyes open today...this is exactly why I don't do anything harder than ibuprofen. 😴😵
2014-06-08T01:35:06.000Z	475450916057784321	"""@Ciindy_Louu: @ItsNayo if not just take Tylenol ((:"" Is that something I can take still . Everyone tells me I'm limited to what I can use:("
2015-01-20T02:49:57.000Z	557369411594883073	&amp; I don't have any Tylenol
2014-02-26T02:19:32.000Z	438498534892273664	i was about to say this, i get them too RT @Nuh_Ordinary: @sexynae815 Advil does nothing for migraines . Try excedrin or see a doctor
2014-01-26T09:01:35.000Z	427365690849259520	I feel old I be having to take tylenol pm to help me sleep . Smh lol I can't help it my body be hurt
2016-06-15T00:43:11.000Z	742880097489850369	just popped 50 paracetamol so i can sleep
2015-08-08T15:39:18.000Z	630040597152186368	@CorrinaMyer it's not on the list my doctor gave me 😩 which is weird to me, I thought all Tylenol was safe..
2015-03-14T03:03:23.000Z	576579348272148480	The Shamrock Shake: eggnog's methadone. http://t.co/7Sgr2HZbzt
2016-01-27T20:10:25.000Z	692439538761908225	Xanax and therapy, bruh.  https://t.co/oA7TU5mXyf
2014-06-14T22:47:49.000Z	477945534343561216	@taylor2291 it has worked for me in the past! Just remember to leave paracetamol, Ibruofen and water by you bed! 👍
2015-10-30T14:04:23.000Z	660094900935852033	i came into work &amp;&amp; took four ibuprofens out the medicine cabinet.
2013-11-25T06:11:50.000Z	404854925437329409	@Kool48aid on me havin me ova here in tears and I can't take shit but Tylenol
2016-07-08T09:57:50.000Z	751354596879167488	Someone come in clutch with some baby Tylenol! I'm all out &amp; Jayce is super warm 😭
2016-07-16T00:49:56.000Z	754115819320246279	If you do Xanax recreationally you're a disgusting individual
2012-06-27T00:58:53.000Z	217784029649436673	a loratab 5, i know the street value of that...its like one of them oxycottins -my grandma (:
2014-01-26T18:49:44.000Z	427513702707757056	Shawtys heart on steroids cause her love Is so strong
2016-11-08T11:39:47.000Z	795953963262758912	@Kfroehlich22 This is a day when I will probably pull out the Xanax.
2014-03-03T20:29:28.000Z	440584767189159936	@geemmaaah give him Tylenol before his shots so it won't hurt that much
2015-04-23T04:52:36.000Z	591102347926839296	Up with my son him not feeling to good Motrin rubbing his belly and back he just laying here 😍😚
2013-10-20T07:59:26.000Z	391836039855095809	Sunglasses n Advil http://t.co/VLsJgirSVN
2016-07-31T07:25:34.000Z	759651200845357056	He sleeps ❤️ At least until the Tylenol wears off... https://t.co/dmfkHIEwGC
2016-11-07T03:55:06.000Z	795474631486541824	Need to take a Xanax to watch The real housewives of new Jersey reunion
2016-07-17T01:38:19.000Z	754490383883759616	Took a perc and Tylenol I'm at work feeling too high right now
2014-09-25T20:16:04.000Z	515233293520732160	Oh I hope this Tylenol kicks in soooon. Headaches are the worst!
2015-05-16T06:16:01.000Z	599458261750980608	Advil is my first choice for joint pain! Check out this video to see why. http://t.co/UMkTu0tvs4 #fastadvilfanatics #sponsored
2011-12-04T06:26:03.000Z	143214463741468672	I can't sleep I need some tylenol pm. i was addicted to them for a while. smh
2016-08-31T14:17:31.000Z	770988896830181376	"""Who even takes asprin anymore. Advil yo."" -@nainthebrain"
2016-06-07T01:12:25.000Z	739988349339869184	Tylenol and Benadryl is the best combination when you're pregnant
2016-08-14T13:47:52.000Z	764820839673962496	This morning's run is brought to you by two cups of coffee and extra strength Advil.
2016-06-28T13:41:15.000Z	747786943233064961	@lakyn_marie did U mix wine and Tylenol pm again... Cuz u always sleep walk when u do that
2016-11-09T21:32:20.000Z	796465469817503745	A2: For me personally, a mix, but I can sum it up by saying I'm glad I have a full supply of lorazepam. @MHChat #MHchat
2016-10-07T17:04:35.000Z	784439291636318208	I think first I need Valium
2013-11-24T12:53:26.000Z	404593601658630144	Icy hot, Tylenol, hot towel doesn't work. And bae massaging it makes me shake n cry. Its to much :( but I'm so happy he was home.
2016-11-03T13:59:32.000Z	794177193169604609	"@DrBeaDollmaker --the lab that should help you. Until then, I can prescribe Valium for anxiety and to help you sleep,""
She stands,--"
2015-04-24T07:44:11.000Z	591507916483469312	Having to take Tylenol PM at 3 am to go back to sleep... #whatislife
2016-01-15T16:45:25.000Z	688039293181296640	@Lememke steroids for animals
2015-02-27T02:40:48.000Z	571137844980248576	After standing over this stove cooking ; I just want a foot rub and ibuprofen 😞
2016-06-07T12:05:19.000Z	740152656308637696	"I show up in the ER &amp; the fucking Doctor is like ""do you want Advil""
Does this look like a fucking Advil situation https://t.co/tV98SCbBLr"
2016-11-03T09:21:19.000Z	794107175425769473	@Popehat Does Ativan come in a drip? Because I will need that. Or an endless supply of Klonopin.
2016-04-05T19:34:08.000Z	717435168861065216	@yesylove_625 that's horrible! Is there anything that can be done? I don't like it either but he's been on Tylenol &amp;Motrin for his fever 😒☹️
2016-07-28T23:57:20.000Z	758813624299233281	I been on molly and Xanax w ya daughtaaa 👭
2016-08-04T19:10:36.000Z	761278178941775872	@hvyleybennett Preggo me is only allowed Tylenol. I'm gonna try it though.
2015-06-16T20:02:45.000Z	610900339558973440	Pharmacy Times just named Advil the #1 Pharmacist Recommended brand for headaches and o http://t.co/gLR5e8j2zI #fastadvilfanatics #sponsored
2017-01-01T22:12:37.000Z	815682167313416192	@Cmarieeee__ 🤦🏾‍♀️ wat kind of Tylenol you drunk ??
2015-11-20T16:33:36.000Z	667742597675401216	Batgirl here has a cough :( anything I can do for her she already had Tylenol but it's her throat https://t.co/QE27gw0UhU
2016-07-19T18:24:12.000Z	755468297093558272	when Tylenol doesn't help you so you have to suffer through headaches😭
2016-06-25T02:49:06.000Z	746535663902785536	These Tylenol pain pills are fucking miracle I don't have any pain in my feet yay
2014-11-11T15:02:41.000Z	532186660142710784	Medrol | Liefern Rezeptfrei | Fruit Basket Demos http://t.co/DH6XZGASXZ
2015-05-13T16:58:59.000Z	598532906231812096	@TwitTartwif Infant Tylenol and Oragel for teething pain. Also teething rings.
2015-09-02T23:36:51.000Z	639220470773063680	Tylenol bottle says do not take more than 6 a day.. Ive doubled that.. 😭 #toothachessuck #worsethananything #idrathergivebirth
2016-10-22T22:55:03.000Z	789963306610155520	Gotta get Jordyn some infant Tylenol, my baby not feeling good😫 but you could never tell cause she's still as happy as she can be😍
2014-09-18T07:02:18.000Z	512496819814035456	No amount of Tylenol has helped my noggin 😞
2015-02-12T20:51:02.000Z	565976395587678208	I have to be honest, I use to be a heroin addict... Now I'm a methadone addict😂
2015-11-12T13:34:16.000Z	664798365494956032	All that waiting for them to give me Tylenol smh
2013-04-14T04:00:41.000Z	323284647821836288	My dad just gave me 800mg of Ibuprofen 😁👌😊 #Relieved #BackProblems
2014-11-18T22:54:35.000Z	534842131773685760	@jfw_94 not allowed to take them whilst pregnant 😩 the only tablet I can take is paracetamols 😐 xx
2016-02-18T18:18:24.000Z	700383879538933760	First one to bring me a coffee&amp; Advil wins🤗👅🙈
2013-07-16T00:37:07.000Z	356935491846811650	“@anaonfirexx: 😔😔😔 my head hurts.”- mines ✌. Two advils and a coke
2015-06-11T01:13:52.000Z	608804307777916928	I used to think it was the xanax that made me depressed but now I see it's just my mom.
2015-08-14T19:28:15.000Z	632272542154158080	Me &amp; baby are sick 😔 I have strep throat &amp; I'm taking Tylenol for fever... 😢 Pray for us 💔
2012-11-29T22:34:58.000Z	274280319857856512	@mjrotolo STEROIDS.
2016-12-01T02:58:51.000Z	804157785898385408	"Aries;
Xanax: because any and everything will overwhelm you and you just wanna get thru the day"
