636955442887979008	jess_johnson91	2
485573439240286208	NotByTheBookMom	3
475450916057784321	ItsNayo	3
774766512456380416	MostWatched_	2
557369411594883073	_YourAddicition	2
438498534892273664	callherbellaa	3
648372996873306112	lllmontgomery	2
756178884228423680	Code2Drive	1
756168116279750656	rachelrichhhie	2
427365690849259520	TakeMeTo_Xstasy	2
704137984464044032	HopeCasey15	3
438380500386729984	FertileThoughts	3
742880097489850369	smolgaI	1
638689098312622080	bottleof_ROSAY	1
612114213167718400	Alterr_Egoo_	2
630040597152186368	__trouvaille	3
576579348272148480	acullen72	3
692439538761908225	GoodHairDiaries	3
815716771739144192	loveleslie12	3
477945534343561216	Kelly_Kellett	3
684016734592995328	emma_cossey	2
578954203927748608	_Reenatho	3
660094900935852033	masiofo_samoa	2
404854925437329409	BooBoo_Lil_Sis	2
786415301260824576	analopez68	3
751354596879167488	_lyshaboo	3
754115819320246279	decepticvnt	3
569722406992003072	Miss_Matahari	3
217784029649436673	karaherron_	3
427513702707757056	baleigh_nicole	3
772970813536346112	kirpac	2
795953963262758912	kateyzeh	2
440584767189159936	qiselleo_O	3
591102347926839296	bobbys_ummi	3
391836039855095809	raynawtic	3
759651200845357056	lilwyse1	3
795474631486541824	loraleimarie392	2
754490383883759616	Kinginshitt_	1
515233293520732160	allymacewen	1
599458261750980608	jfannmatine10	3
143214463741468672	RedLipsX3	2
770988896830181376	hattiesellis	3
823280139232493569	NkanyeziKubheka	3
739988349339869184	ash_boo6	2
764820839673962496	dogbomb1	2
747786943233064961	Brooke_Crozier	3
796465469817503745	Distracted_Dad	2
784439291636318208	AvalyaBlake	2
404593601658630144	Erica_Baybiie	1
794177193169604609	FearMistress	3
591507916483469312	elisedeneen	1
688039293181296640	Carlieewhitlock	3
571137844980248576	_LisaaMarie	2
740152656308637696	milkwench	3
794107175425769473	MaraGreengrass	2
337202523549081601	ayannaisabelle	1
717435168861065216	nenacchavez	3
787314906169212928	septicidal	3
758813624299233281	myWETwintacos_	2
761278178941775872	diannaisrad	2
752618793835388932	actualskywalker	2
610900339558973440	burtonbabies29	3
815682167313416192	allforK_	3
667742597675401216	fireworksoap	3
793635931391746048	kayt_haley	3
391247257799909376	Maddygascar95	2
761057283593768960	Lovable__kb	2
755468297093558272	kourtneycheree_	1
746535663902785536	princesskriis	1
758484280896921600	RachelSambuco	1
532186660142710784	Lewis13James	3
598532906231812096	aprilwerling	3
639220470773063680	megandnelson91	1
789963306610155520	ItsQueenCeee	3
558042924362264576	Gdanica143	1
512496819814035456	allisonhairr	1
250464068694065152	lilladygidget	3
406095287980412928	megan_healy1	1
565976395587678208	stephbelman_	2
608325334774218753	_ericaagee	2
791269556002123776	kendal_dawn_	3
664798365494956032	i_amstella_	1
323284647821836288	AbbyLBoo	1
534842131773685760	emmalouiselisle	2
700383879538933760	charminbrandt	2
356935491846811650	AnaDeLaRosa16	2
608804307777916928	karliemaree29	2
632272542154158080	BarbieDoll_tm	1
274280319857856512	kelseyntincher	3
804157785898385408	jadaakisss	3
788839260275310597	ChelseyyyKnight	3
603228116778000384	jackiee_hazlett	1
541388267803779072	PEBBL3Z92	2
572533372070858752	Btwnherthighs_	3
740396622086049792	evcxo_	3
312419562731761664	ave_logann	3
439083114745171968	_alroussel	3
715864253027196930	M4rvins_Room	2
711967093961306112	_NaturallyNette	2
768683747080220674	BeautyNBeast_	1
745024248821882880	madiann2	3
11269573064003584	ChermainePoo	2
528212030084636673	MommaCanuck	2
492533857602641921	dwankykng	3
687117809772396544	_supkiana	3
761412326574661633	Canaryday	3
812818973138022400	MissesMoore	1
183008833365483522	planningperfect	2
822899364267966464	EmisonLovely	2
661758157702742016	Bharris10Brooke	3
662508724909535232	_annalvaradooo	1
558530065416609792	Ladiii_Ash	3
445936278366740481	MarissaMorgan42	2
745367916992929793	cassbaabyy	2
464127613012029440	jamieleecurriex	3
558655346223222785	princesssssjo	2
733166195231297536	Pingaa_Daddii	3
812299064503111680	AP_SicEm365	3
540253824599220226	Pinkyayadiva	1
626392168643592192	25_Reasons	2
665725918040690688	ChiKidrauhl	1
456805751546081280	lys_jenea	2
679509358405926914	meagan_petersen	2
578554800968601600	LeSaraTaylor	1
464217012118753280	ba_ae16	2
605116130810667009	MamaMurph11	3
590777052778795008	GoddessTawania	3
662464839709802496	King_DNA	1
739633974390095873	perksofCora	3
540714395874373632	kaylasmith124	3
666831712316489728	Cheyann_Rene2	1
546051575290949633	HazelJoEllen	2
792123387443150848	_Kaipolaniii	3
682082172254081025	marissajoooo	2
807842927951147008	OT_Enthusiast	3
647074377650053120	strongest_smile	1
614145648779243525	Badd_LilBit18	3
637809026999259136	nuveeena	3
781184871528103936	NunuLaBelle	3
646925938278670336	francescahogben	2
731887990717435904	AlejandraMon3	3
